31 Mar 2026,FT,Peru,2,Honduras,2,Friendly 2026,-,Estadio Municipal de Butarque
31 Mar 2026,FT,Guinea,0,Benin,1,Friendly 2026,-,Stade Larbi Zaouli
31 Mar 2026,FT,Morocco,2,Paraguay,1,Friendly 2026,-,Stade Felix Bollaert
31 Mar 2026,FT,South_Africa,1,Panama,2,Friendly 2026,-,Cape Town Stadium
31 Mar 2026,FT,Jordan,2,Nigeria,2,Friendly 2026,-,Mardan Sports Complex
31 Mar 2026,FT,Haiti,1,Iceland,1,Friendly 2026,-,Toronto Stadium
31 Mar 2026,FT,Hungary,0,Greece,0,Friendly 2026,-,Puskás Aréna
31 Mar 2026,FT,Russia,0,Mali,0,Friendly 2026,-,Krestovsky Stadium
31 Mar 2026,FT,Syria,5,Afghanistan,1,Asian Nations Cup 2027 Prel. Comp.,Round Three,-
31 Mar 2026,FT,Norway,0,Switzerland,0,Friendly 2026,-,Ullevaal Stadium
31 Mar 2026,FT,Serbia,2,Saudi_Arabia,1,Friendly 2026,-,TSC Arena
31 Mar 2026,FT,Montenegro,2,Slovenia,3,Friendly 2026,-,Podgorica City Stadium
31 Mar 2026,FT,San_Marino,0,Andorra,0,Friendly 2026,-,San Marino Stadium
31 Mar 2026,FT,Luxembourg,3,Malta,0,UEFA Nations League 2024/25,Promotion/relegation play-offs,Stade de Luxembourg
31 Mar 2026,FT,Latvia,1,Gibraltar,0,UEFA Nations League 2024/25,Promotion/relegation play-offs,Skonto Stadium
